"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 18","157,600","157,600","157,600","157,600","","0.00%"
"2024- 02- 16","157,600","152,000","161,200","151,800","286.61K","4.86%"
"2024- 02- 15","150,300","152,100","152,300","149,700","81.89K","-0.13%"
"2024- 02- 14","150,500","152,200","152,400","148,000","158.63K","-1.76%"
"2024- 02- 13","153,200","154,000","156,700","152,900","106.30K","0.13%"
"2024- 02- 08","153,000","156,000","156,700","152,700","149.99K","-1.35%"
"2024- 02- 07","155,100","158,500","159,400","154,200","108.85K","-0.96%"
"2024- 02- 06","156,600","156,200","158,000","155,300","80.26K","-0.38%"
"2024- 02- 05","157,200","159,900","159,900","155,800","142.80K","-1.87%"
"2024- 02- 02","160,200","153,300","161,400","153,100","201.84K","3.49%"
"2024- 02- 01","154,800","150,900","156,100","150,000","297.77K","1.84%"
"2024- 01- 31","152,000","151,300","153,400","150,600","0.00K","-0.26%"
"2024- 01- 30","152,400","154,200","154,500","149,700","0.00K","-0.46%"
"2024- 01- 29","153,100","157,000","157,000","150,800","0.00K","-2.98%"
"2024- 01- 28","157,800","157,800","157,800","157,800","","0.00%"
"2024- 01- 26","157,800","158,900","161,400","157,700","154.15K","0.25%"
"2024- 01- 25","157,400","158,000","159,900","155,500","0.00K","-0.76%"
"2024- 01- 24","158,600","162,200","162,500","153,600","260.29K","-3.00%"
"2024- 01- 23","163,500","165,800","166,100","162,100","98.55K","-0.73%"
"2024- 01- 22","164,700","166,700","168,100","162,900","149.16K","-1.14%"
"2024- 01- 19","166,600","167,900","170,300","165,100","138.37K","-0.06%"
