"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","82,800","82,800","84,600","81,900","168.37K","0.98%"
"2024- 02- 15","82,000","82,300","83,200","80,900","138.78K","0.49%"
"2024- 02- 14","81,600","80,500","83,100","80,400","194.63K","-1.09%"
"2024- 02- 13","82,500","83,000","83,200","81,000","162.25K","-0.84%"
"2024- 02- 12","83,200","83,200","83,200","83,200","","0.00%"
"2024- 02- 08","83,200","82,000","83,200","80,200","201.60K","2.46%"
"2024- 02- 07","81,200","82,300","86,300","80,600","0.01K","0.12%"
"2024- 02- 06","81,100","79,000","84,400","78,300","374.88K","1.38%"
"2024- 02- 05","80,000","79,400","81,500","77,100","0.02K","3.09%"
"2024- 02- 04","77,600","77,600","77,600","77,600","","0.00%"
"2024- 02- 02","77,600","77,500","79,300","76,200","158.05K","0.91%"
"2024- 02- 01","76,900","76,100","77,200","74,400","124.82K","0.13%"
"2024- 01- 31","76,800","78,500","80,900","76,200","0.00K","-1.66%"
"2024- 01- 30","78,100","80,000","81,400","77,500","0.01K","0.39%"
"2024- 01- 29","77,800","75,800","79,700","75,300","329.78K","4.99%"
"2024- 01- 28","74,100","74,100","74,100","74,100","","0.00%"
"2024- 01- 26","74,100","72,700","75,500","72,000","204.40K","0.14%"
"2024- 01- 25","74,000","74,600","75,300","72,900","0.18K","-1.99%"
"2024- 01- 24","75,500","76,800","78,200","74,900","171.94K","-1.95%"
"2024- 01- 23","77,000","75,600","80,000","75,400","0.05K","1.58%"
"2024- 01- 22","75,800","80,100","80,100","75,800","285.12K","-5.37%"
"2024- 01- 21","80,100","80,100","80,100","80,100","","0.00%"
"2024- 01- 19","80,100","77,600","83,400","76,200","378.09K","3.22%"
"2024- 01- 18","77,600","79,000","80,400","77,300","235.98K","-2.39%"
"2024- 01- 17","79,500","80,700","82,800","79,000","0.06K","0.13%"
"2024- 01- 16","79,400","80,700","81,600","79,100","0.07K","-2.70%"
"2024- 01- 15","81,600","82,200","83,500","80,900","151.51K","-1.21%"
"2024- 01- 14","82,600","82,600","82,600","82,600","","0.00%"
"2024- 01- 12","82,600","84,800","84,900","82,000","150.89K","-2.25%"
"2024- 01- 11","84,500","84,800","85,900","83,500","233.65K","-0.35%"
"2024- 01- 10","84,800","87,100","87,500","84,300","0.05K","-3.09%"
"2024- 01- 09","87,500","88,700","89,100","87,100","0.03K","-0.91%"
"2024- 01- 08","88,300","88,000","89,100","87,100","95.06K","0.34%"
"2024- 01- 05","88,000","87,500","89,900","86,800","108.50K","0.57%"
"2024- 01- 04","87,500","88,300","88,900","86,800","0.02K","-1.80%"
"2024- 01- 03","89,100","88,000","90,600","86,600","180.68K","0.34%"
"2024- 01- 02","88,800","89,000","90,600","88,700","143.44K","-1.99%"
"2023- 12- 28","90,600","89,400","90,600","88,800","97.57K","1.12%"
"2023- 12- 27","89,600","87,100","90,100","87,100","0.00K","3.11%"
"2023- 12- 26","86,900","90,000","91,000","86,400","0.01K","-3.66%"
"2023- 12- 25","90,200","90,200","90,200","90,200","","0.00%"
