"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","34,700","32,950","35,500","32,900","145.59K","7.26%"
"2024- 02- 15","32,350","33,000","33,000","32,300","12.05K","-0.77%"
"2024- 02- 14","32,600","32,600","32,850","32,100","22.36K","-1.21%"
"2024- 02- 13","33,000","33,250","33,300","32,700","20.16K","0.76%"
"2024- 02- 08","32,750","32,350","32,900","32,350","14.23K","1.87%"
"2024- 02- 07","32,150","32,100","33,350","32,100","22.18K","0.31%"
"2024- 02- 06","32,050","31,550","32,800","31,550","19.32K","-0.16%"
"2024- 02- 05","32,100","31,800","32,350","31,000","42.21K","0.31%"
"2024- 02- 02","32,000","31,050","32,200","31,050","24.55K","2.73%"
"2024- 02- 01","31,150","30,350","31,500","30,050","25.24K","1.14%"
"2024- 01- 31","30,800","31,000","31,600","30,800","19.40K","-1.75%"
"2024- 01- 30","31,350","31,400","31,900","31,100","15.10K","-0.16%"
"2024- 01- 29","31,400","31,050","31,850","30,950","19.39K","0.96%"
"2024- 01- 26","31,100","30,450","31,500","30,350","13.84K","0.81%"
"2024- 01- 25","30,850","32,500","32,500","30,350","30.51K","-4.19%"
"2024- 01- 24","32,200","32,550","33,300","32,200","17.53K","-1.53%"
"2024- 01- 23","32,700","32,900","33,450","32,250","26.84K","1.08%"
"2024- 01- 22","32,350","34,250","34,250","32,350","33.25K","-4.99%"
"2024- 01- 21","34,050","34,050","34,050","34,050","","0.00%"
"2024- 01- 19","34,050","33,750","34,800","33,750","33.80K","0.59%"
"2024- 01- 18","33,850","33,150","34,150","33,150","21.15K","2.58%"
"2024- 01- 17","33,000","34,250","34,250","33,000","24.22K","-3.79%"
"2024- 01- 16","34,300","32,450","34,500","32,200","52.60K","4.57%"
"2024- 01- 15","32,800","32,950","33,300","32,750","11.08K","-0.46%"
"2024- 01- 12","32,950","32,900","33,350","32,600","13.00K","-0.75%"
"2024- 01- 11","33,200","33,700","33,700","33,200","13.41K","-0.30%"
"2024- 01- 10","33,300","33,450","33,800","33,000","17.71K","0.30%"
"2024- 01- 09","33,200","33,950","34,050","32,900","33.44K","-0.30%"
"2024- 01- 08","33,300","34,000","34,050","33,200","16.54K","-0.89%"
"2024- 01- 07","33,600","33,600","33,600","33,600","","0.00%"
"2024- 01- 05","33,600","32,950","33,950","32,950","12.18K","1.66%"
"2024- 01- 04","33,050","33,750","33,850","33,050","17.57K","-2.07%"
"2024- 01- 03","33,750","34,300","34,300","33,400","17.51K","-1.60%"
"2024- 01- 02","34,300","34,150","34,800","34,150","18.31K","-0.58%"
"2023- 12- 28","34,500","34,700","34,900","34,300","16.14K","-0.58%"
"2023- 12- 27","34,700","34,500","34,950","34,250","14.06K","0.58%"
"2023- 12- 26","34,500","34,100","35,050","34,000","25.03K","1.17%"
"2023- 12- 22","34,100","35,050","35,050","34,050","33.56K","-1.45%"
"2023- 12- 21","34,600","34,550","35,100","34,550","26.23K","-1.42%"
