"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","52,100","52,200","52,200","51,600","438.89K","0.77%"
"2024- 02- 15","51,700","52,000","52,000","51,400","297.31K","0.39%"
"2024- 02- 14","51,500","51,400","52,000","51,300","459.56K","-0.77%"
"2024- 02- 13","51,900","51,000","51,900","51,000","896.95K","2.17%"
"2024- 02- 08","50,800","51,500","51,500","50,800","615.88K","-0.97%"
"2024- 02- 07","51,300","50,600","51,500","50,500","0.00K","1.58%"
"2024- 02- 06","50,500","50,700","50,800","50,200","608.04K","0.20%"
"2024- 02- 05","50,400","50,400","50,800","49,900","744.25K","0.20%"
"2024- 02- 04","50,300","50,300","50,300","50,300","","0.00%"
"2024- 02- 02","50,300","50,500","50,900","49,950","871.46K","-0.98%"
"2024- 02- 01","50,800","50,300","50,800","50,200","0.01K","1.20%"
"2024- 01- 31","50,200","49,950","50,400","49,950","0.01K","0.40%"
"2024- 01- 30","50,000","49,600","50,000","49,550","0.04K","0.81%"
"2024- 01- 29","49,600","49,600","49,900","49,450","342.55K","0.00%"
"2024- 01- 26","49,600","49,150","49,750","49,150","271.81K","0.40%"
"2024- 01- 25","49,400","49,200","49,450","49,050","0.01K","0.41%"
"2024- 01- 24","49,200","49,100","49,400","49,050","317.12K","0.20%"
"2024- 01- 23","49,100","49,600","49,800","49,050","0.04K","-0.71%"
"2024- 01- 22","49,450","49,500","50,000","49,450","410.19K","0.00%"
"2024- 01- 19","49,450","49,250","49,500","49,000","366.61K","0.10%"
"2024- 01- 18","49,400","49,500","49,550","49,300","320.89K","0.00%"
"2024- 01- 17","49,400","49,350","49,800","49,300","455.35K","0.61%"
"2024- 01- 16","49,100","49,300","49,350","49,050","0.05K","-0.51%"
"2024- 01- 15","49,350","49,400","49,500","49,150","193.43K","-0.10%"
"2024- 01- 14","49,400","49,400","49,400","49,400","","0.00%"
"2024- 01- 12","49,400","49,200","49,400","49,050","290.32K","0.51%"
"2024- 01- 11","49,150","49,100","49,500","49,000","0.00K","0.31%"
"2024- 01- 10","49,000","49,200","49,200","48,950","368.46K","-0.51%"
"2024- 01- 09","49,250","49,100","49,250","48,850","0.00K","0.72%"
"2024- 01- 08","48,900","49,400","49,400","48,800","376.30K","-0.91%"
"2024- 01- 07","49,350","49,350","49,350","49,350","","0.00%"
"2024- 01- 05","49,350","49,450","49,500","49,100","241.29K","-0.20%"
"2024- 01- 04","49,450","49,300","49,600","49,300","284.13K","0.20%"
"2024- 01- 03","49,350","49,650","49,900","49,250","0.01K","-1.20%"
"2024- 01- 02","49,950","49,600","50,000","49,350","445.63K","-0.30%"
"2023- 12- 28","50,100","49,250","50,300","49,200","691.51K","1.73%"
"2023- 12- 27","49,250","49,300","49,350","49,100","0.08K","-1.50%"
"2023- 12- 26","50,000","49,950","50,300","49,900","885.03K","0.10%"
"2023- 12- 25","49,950","49,950","49,950","49,950","","0.00%"
"2023- 12- 22","49,950","50,000","50,000","49,800","491.80K","-0.30%"
"2023- 12- 21","50,100","49,750","50,100","49,700","0.01K","0.20%"
"2023- 12- 20","50,000","49,750","50,000","49,750","622.32K","0.20%"
"2023- 12- 19","49,900","49,950","50,000","49,550","0.03K","-0.20%"
"2023- 12- 18","50,000","50,300","50,400","49,950","0.01K","-0.79%"
"2023- 12- 15","50,400","50,100","50,400","49,900","648.49K","-0.40%"
"2023- 12- 14","50,600","50,000","50,600","49,650","0.00K","1.40%"
"2023- 12- 13","49,900","49,700","49,950","49,500","677.66K","-0.10%"
"2023- 12- 12","49,950","50,100","50,200","49,750","666.34K","-0.10%"
"2023- 12- 11","50,000","50,000","50,400","49,750","551.86K","0.20%"
"2023- 12- 10","49,900","49,900","49,900","49,900","","0.00%"
"2023- 12- 08","49,900","50,300","50,400","49,800","554.88K","-0.60%"
"2023- 12- 07","50,200","50,600","50,700","49,800","749.99K","-1.76%"
"2023- 12- 06","51,100","50,200","51,100","50,200","535.61K","1.59%"
"2023- 12- 05","50,300","50,700","50,900","50,100","564.68K","-0.59%"
"2023- 12- 04","50,600","50,800","51,000","50,200","0.00K","0.00%"
"2023- 12- 03","50,600","50,600","50,600","50,600","","0.00%"
"2023- 12- 01","50,600","51,600","51,700","50,500","845.88K","-3.07%"
"2023- 11- 30","52,200","51,600","52,200","50,700","0.05K","0.58%"
"2023- 11- 29","51,900","52,000","52,600","51,600","805.64K","-0.76%"
"2023- 11- 28","52,300","52,200","52,500","51,900","691.20K","0.19%"
"2023- 11- 27","52,200","51,800","52,300","51,800","0.01K","0.77%"
"2023- 11- 26","51,800","51,800","51,800","51,800","","0.00%"
"2023- 11- 24","51,800","51,900","51,900","51,600","569.40K","-0.38%"
"2023- 11- 23","52,000","51,800","52,300","51,700","0.00K","0.00%"
"2023- 11- 22","52,000","51,400","52,200","51,400","416.80K","-0.19%"
"2023- 11- 21","52,100","52,000","52,300","50,800","752.40K","0.19%"
"2023- 11- 20","52,000","51,900","52,400","51,800","510.75K","0.19%"
"2023- 11- 19","51,900","51,900","51,900","51,900","","0.00%"
"2023- 11- 17","51,900","51,300","51,900","51,300","674.29K","1.57%"
"2023- 11- 16","51,100","51,500","51,900","51,100","553.52K","-0.39%"
"2023- 11- 15","51,300","51,700","51,800","51,000","897.58K","0.00%"
"2023- 11- 14","51,300","50,500","51,300","50,100","0.04K","2.19%"
"2023- 11- 13","50,200","49,950","50,400","49,700","417.38K","0.60%"
"2023- 11- 10","49,900","49,550","50,000","49,400","367.60K","0.50%"
"2023- 11- 09","49,650","48,550","49,650","48,550","535.11K","2.58%"
"2023- 11- 08","48,400","49,400","49,450","48,350","768.78K","-1.73%"
"2023- 11- 07","49,250","49,350","49,550","49,200","395.98K","-1.10%"
"2023- 11- 06","49,800","49,550","49,800","48,900","0.01K","0.00%"
"2023- 11- 05","49,800","49,800","49,800","49,800","","0.00%"
"2023- 11- 03","49,800","49,700","50,100","49,150","338.56K","0.91%"
"2023- 11- 02","49,350","49,450","49,650","49,150","0.00K","0.30%"
"2023- 11- 01","49,200","49,150","49,500","48,850","391.85K","0.10%"
"2023- 10- 31","49,150","49,800","49,800","49,000","526.90K","-0.61%"
"2023- 10- 30","49,450","49,600","49,850","49,400","294.57K","-0.10%"
"2023- 10- 29","49,500","49,500","49,500","49,500","","0.00%"
"2023- 10- 27","49,500","49,700","49,750","49,250","291.93K","0.51%"
"2023- 10- 26","49,250","49,500","49,750","49,100","511.65K","-0.91%"
"2023- 10- 25","49,700","49,950","50,000","49,700","0.01K","-0.10%"
"2023- 10- 24","49,750","49,750","50,100","49,350","347.85K","0.51%"
"2023- 10- 23","49,500","50,000","50,000","49,400","360.89K","-0.80%"
"2023- 10- 20","49,900","50,100","50,200","49,750","447.49K","-0.80%"
"2023- 10- 19","50,300","49,850","50,300","49,550","409.96K","0.40%"
"2023- 10- 18","50,100","49,950","50,300","49,850","430.84K","0.20%"
"2023- 10- 17","50,000","49,850","50,200","49,350","436.84K","1.01%"
"2023- 10- 16","49,500","48,850","49,900","48,800","589.84K","0.71%"
"2023- 10- 13","49,150","48,650","49,400","48,450","410.03K","0.10%"
"2023- 10- 12","49,100","48,850","49,200","48,600","0.02K","0.41%"
"2023- 10- 11","48,900","49,400","49,550","48,800","0.00K","-1.01%"
"2023- 10- 10","49,400","48,950","50,400","48,850","732.23K","2.17%"
