"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","21,050","20,850","21,200","20,850","98.38K","0.96%"
"2024- 02- 15","20,850","21,350","21,350","20,850","193.28K","-1.42%"
"2024- 02- 14","21,150","21,450","21,500","21,100","143.93K","-1.86%"
"2024- 02- 13","21,550","21,650","21,900","21,400","124.57K","0.00%"
"2024- 02- 12","21,550","21,550","21,550","21,550","","0.00%"
"2024- 02- 08","21,550","21,850","21,950","21,550","107.31K","-1.15%"
"2024- 02- 07","21,800","21,600","21,800","21,450","119.35K","1.87%"
"2024- 02- 06","21,400","22,200","22,250","21,350","200.25K","-3.17%"
"2024- 02- 05","22,100","22,600","22,700","22,100","0.00K","-2.43%"
"2024- 02- 02","22,650","21,350","22,750","21,200","494.38K","6.59%"
"2024- 02- 01","21,250","20,950","21,550","20,950","205.12K","1.19%"
"2024- 01- 31","21,000","21,550","21,600","20,750","0.00K","-2.33%"
"2024- 01- 30","21,500","21,950","22,050","21,400","169.69K","-1.60%"
"2024- 01- 29","21,850","21,950","22,150","21,800","105.50K","-0.46%"
"2024- 01- 26","21,950","21,450","22,200","21,450","129.78K","1.86%"
"2024- 01- 25","21,550","21,750","21,950","21,400","86.01K","-0.46%"
"2024- 01- 24","21,650","21,550","21,900","21,350","110.75K","0.93%"
"2024- 01- 23","21,450","21,350","21,700","21,150","96.01K","1.18%"
"2024- 01- 22","21,200","21,250","21,450","21,050","107.64K","-0.47%"
"2024- 01- 19","21,300","21,200","21,600","21,200","49.12K","-0.23%"
"2024- 01- 18","21,350","21,350","21,600","21,200","69.34K","0.00%"
"2024- 01- 17","21,350","21,800","21,800","21,300","92.70K","-1.84%"
"2024- 01- 16","21,750","22,050","22,100","21,700","64.05K","-1.58%"
"2024- 01- 15","22,100","21,900","22,250","21,750","143.19K","1.38%"
"2024- 01- 12","21,800","21,400","21,850","21,400","194.63K","1.87%"
"2024- 01- 11","21,400","22,050","22,150","21,200","329.32K","-2.95%"
"2024- 01- 10","22,050","22,150","22,200","21,850","128.96K","-0.45%"
"2024- 01- 09","22,150","22,350","22,350","22,100","0.02K","0.00%"
"2024- 01- 08","22,150","22,100","22,400","22,100","84.50K","-0.23%"
"2024- 01- 05","22,200","22,200","22,550","22,100","124.65K","0.00%"
"2024- 01- 04","22,200","22,500","22,600","22,050","154.74K","-1.33%"
"2024- 01- 03","22,500","22,300","22,550","22,150","181.25K","0.90%"
"2024- 01- 02","22,300","22,500","22,550","22,300","203.22K","-0.89%"
"2023- 12- 28","22,500","22,050","22,600","22,050","150.74K","2.27%"
"2023- 12- 27","22,000","22,500","22,750","22,000","0.01K","-5.78%"
"2023- 12- 26","23,350","23,250","23,500","23,150","0.00K","0.86%"
"2023- 12- 25","23,150","23,150","23,150","23,150","","0.00%"
"2023- 12- 22","23,150","23,400","23,400","23,050","127.88K","-0.64%"
"2023- 12- 21","23,300","23,500","23,500","23,100","144.17K","-0.64%"
"2023- 12- 20","23,450","23,350","23,500","23,200","143.30K","0.43%"
"2023- 12- 19","23,350","23,200","23,400","23,000","123.33K","0.65%"
"2023- 12- 18","23,200","23,100","23,300","22,950","127.59K","0.43%"
"2023- 12- 17","23,100","23,100","23,100","23,100","","0.00%"
"2023- 12- 15","23,100","23,350","23,400","23,100","182.53K","-1.07%"
"2023- 12- 14","23,350","23,450","23,500","23,200","0.00K","0.21%"
"2023- 12- 13","23,300","23,350","23,500","23,100","151.72K","0.00%"
"2023- 12- 12","23,300","23,150","23,450","23,050","201.56K","0.65%"
"2023- 12- 11","23,150","22,850","23,150","22,800","0.02K","1.09%"
"2023- 12- 08","22,900","23,100","23,100","22,700","154.45K","-0.22%"
"2023- 12- 07","22,950","22,850","23,050","22,700","0.01K","0.00%"
"2023- 12- 06","22,950","22,850","23,000","22,800","130.42K","0.66%"
"2023- 12- 05","22,800","22,750","23,050","22,450","146.36K","0.22%"
"2023- 12- 04","22,750","22,700","22,950","22,350","0.05K","1.34%"
"2023- 12- 01","22,450","22,200","22,800","22,150","225.35K","1.58%"
"2023- 11- 30","22,100","22,250","22,350","21,800","222.82K","-0.67%"
"2023- 11- 29","22,250","22,550","22,550","22,100","144.47K","-0.67%"
"2023- 11- 28","22,400","22,900","22,900","22,350","208.97K","-1.75%"
