"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","115,800","113,500","115,900","111,500","2.11M","2.03%"
"2024- 02- 15","113,500","119,500","119,500","113,100","0.37K","-3.49%"
"2024- 02- 14","117,600","115,500","118,700","114,800","0.22K","0.34%"
"2024- 02- 13","117,200","116,300","120,000","115,300","0.43K","3.53%"
"2024- 02- 12","113,200","113,200","113,200","113,200","","0.00%"
"2024- 02- 08","113,200","112,700","114,700","111,300","2.77M","-1.31%"
"2024- 02- 07","114,700","112,000","115,800","110,700","1.35K","2.78%"
"2024- 02- 06","111,600","115,600","118,000","110,900","5.14M","-5.66%"
"2024- 02- 05","118,300","119,500","120,900","113,700","0.64K","-1.00%"
"2024- 02- 04","119,500","119,500","119,500","119,500","","0.00%"
"2024- 02- 02","119,500","110,000","119,900","108,700","8.39M","12.42%"
"2024- 02- 01","106,300","102,800","106,800","101,800","0.20K","3.30%"
"2024- 01- 31","102,900","99,500","103,000","98,600","3.02K","5.00%"
"2024- 01- 30","98,000","101,200","103,400","97,800","3.07K","-1.90%"
"2024- 01- 29","99,900","94,700","100,000","94,400","2.95K","5.83%"
"2024- 01- 28","94,400","94,400","94,400","94,400","","0.00%"
"2024- 01- 26","94,400","94,600","95,700","92,700","2.38M","1.51%"
"2024- 01- 25","93,000","87,200","93,000","86,200","0.36K","5.80%"
"2024- 01- 24","87,900","87,500","88,200","86,800","862.77K","0.00%"
"2024- 01- 23","87,900","87,400","88,100","86,900","0.01K","0.80%"
"2024- 01- 22","87,200","87,700","88,300","85,900","1.05M","-0.46%"
"2024- 01- 21","87,600","87,600","87,600","87,600","","0.00%"
"2024- 01- 19","87,600","88,100","88,700","87,000","827.77K","0.34%"
"2024- 01- 18","87,300","87,500","88,500","86,900","0.04K","-0.68%"
"2024- 01- 17","87,900","89,000","89,500","87,600","0.59K","-2.12%"
"2024- 01- 16","89,800","90,200","91,100","89,500","0.01K","-1.21%"
"2024- 01- 15","90,900","88,700","91,300","88,400","953.69K","2.94%"
"2024- 01- 14","88,300","88,300","88,300","88,300","","0.00%"
"2024- 01- 12","88,300","89,400","89,700","88,000","912.41K","-1.56%"
"2024- 01- 11","89,700","90,700","91,800","89,700","0.08K","-0.88%"
"2024- 01- 10","90,500","89,400","91,000","88,800","1.70K","1.57%"
"2024- 01- 09","89,100","89,800","89,800","88,100","0.28K","0.22%"
"2024- 01- 08","88,900","92,000","92,300","88,800","0.02K","-2.95%"
"2024- 01- 07","91,600","91,600","91,600","91,600","","0.00%"
"2024- 01- 05","91,600","93,500","93,700","91,200","1.10M","-1.40%"
"2024- 01- 04","92,900","93,000","93,400","91,900","0.03K","-0.96%"
"2024- 01- 03","93,800","96,500","96,500","93,700","0.21K","-3.89%"
"2024- 01- 02","97,600","100,000","100,000","97,400","0.07K","-2.40%"
"2023- 12- 28","100,000","98,100","100,900","97,600","2.06M","3.09%"
"2023- 12- 27","97,000","95,900","97,200","95,600","0.00K","0.73%"
"2023- 12- 26","96,300","96,200","96,600","95,000","0.37K","0.73%"
"2023- 12- 25","95,600","95,600","95,600","95,600","","0.00%"
"2023- 12- 22","95,600","96,000","97,600","95,400","1.22M","0.21%"
"2023- 12- 21","95,400","95,100","98,900","94,000","0.01K","0.42%"
"2023- 12- 20","95,000","89,500","95,000","89,400","0.31K","6.38%"
"2023- 12- 19","89,300","89,700","89,800","89,000","0.26K","-0.11%"
"2023- 12- 18","89,400","89,800","90,000","89,000","0.03K","0.11%"
"2023- 12- 17","89,300","89,300","89,300","89,300","","0.00%"
"2023- 12- 15","89,300","87,700","89,500","87,600","1.96M","2.41%"
"2023- 12- 14","87,200","87,800","88,000","85,600","0.09K","-0.23%"
"2023- 12- 13","87,400","87,400","87,900","87,000","592.55K","0.00%"
"2023- 12- 12","87,400","86,500","88,000","86,500","0.90K","0.34%"
