"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","336,500","326,500","340,500","315,000","194.23K","4.50%"
"2024- 02- 15","322,000","312,500","342,000","309,000","487.99K","4.55%"
"2024- 02- 14","308,000","307,000","314,000","300,000","219.83K","-0.48%"
"2024- 02- 13","309,500","310,000","312,000","305,500","0.01K","0.32%"
"2024- 02- 08","308,500","317,000","318,500","308,500","113.00K","-2.37%"
"2024- 02- 07","316,000","314,500","318,500","312,500","80.00K","1.61%"
"2024- 02- 06","311,000","308,000","312,500","307,000","80.32K","0.97%"
"2024- 02- 05","308,000","312,000","312,000","306,500","0.00K","-1.91%"
"2024- 02- 04","314,000","314,000","314,000","314,000","","0.00%"
"2024- 02- 02","314,000","306,500","315,500","304,000","73.32K","2.78%"
"2024- 02- 01","305,500","302,000","307,500","300,000","0.00K","0.66%"
"2024- 01- 31","303,500","315,500","316,000","303,500","0.01K","-4.56%"
"2024- 01- 30","318,000","316,000","322,000","314,000","0.00K","1.27%"
"2024- 01- 29","314,000","317,000","317,500","312,500","45.02K","-0.48%"
"2024- 01- 28","315,500","315,500","315,500","315,500","","0.00%"
"2024- 01- 26","315,500","312,000","318,500","309,000","47.26K","0.16%"
"2024- 01- 25","315,000","318,500","318,500","310,500","0.00K","-0.79%"
"2024- 01- 24","317,500","319,000","320,000","315,000","42.01K","-0.47%"
"2024- 01- 23","319,000","313,000","320,500","312,500","0.04K","1.27%"
"2024- 01- 22","315,000","324,500","326,000","314,000","43.89K","-2.33%"
"2024- 01- 19","322,500","328,000","329,000","321,000","45.19K","-0.92%"
"2024- 01- 18","325,500","303,000","339,000","303,000","143.22K","6.72%"
"2024- 01- 17","305,000","311,000","314,000","303,500","56.60K","-2.40%"
"2024- 01- 16","312,500","317,500","319,500","312,000","0.01K","-1.57%"
"2024- 01- 15","317,500","325,500","326,000","317,000","46.98K","-2.31%"
"2024- 01- 14","325,000","325,000","325,000","325,000","","0.00%"
"2024- 01- 12","325,000","330,000","331,000","323,000","53.56K","-1.52%"
"2024- 01- 11","330,000","330,500","333,000","328,500","0.00K","-0.75%"
"2024- 01- 10","332,500","340,000","340,000","330,500","32.33K","-1.92%"
"2024- 01- 09","339,000","331,500","339,500","331,000","0.03K","3.20%"
"2024- 01- 08","328,500","332,500","335,000","327,500","0.00K","-1.94%"
"2024- 01- 07","335,000","335,000","335,000","335,000","","0.00%"
"2024- 01- 05","335,000","335,000","338,000","333,000","24.09K","0.15%"
"2024- 01- 04","334,500","340,500","341,000","333,500","40.38K","-1.76%"
"2024- 01- 03","340,500","351,000","351,000","340,500","0.00K","-3.81%"
"2024- 01- 02","354,000","353,000","355,000","347,000","36.27K","-0.28%"
"2023- 12- 28","355,000","351,000","355,000","347,000","52.09K","1.28%"
"2023- 12- 27","350,500","349,500","354,500","344,500","29.53K","0.29%"
"2023- 12- 26","349,500","352,000","356,000","349,000","0.01K","-0.29%"
"2023- 12- 22","350,500","353,000","354,500","350,000","25.58K","0.00%"
"2023- 12- 21","350,500","355,000","361,500","348,000","0.01K","-2.23%"
"2023- 12- 20","358,500","361,000","364,500","358,000","50.04K","0.00%"
"2023- 12- 19","358,500","353,000","361,500","352,000","71.01K","1.56%"
"2023- 12- 18","353,000","353,500","357,500","349,500","60.13K","-0.14%"
"2023- 12- 17","353,500","353,500","353,500","353,500","","0.00%"
"2023- 12- 15","353,500","346,500","353,500","344,500","89.13K","2.61%"
"2023- 12- 14","344,500","339,500","352,500","337,500","167.48K","2.53%"
"2023- 12- 13","336,000","325,500","336,500","325,500","86.26K","3.54%"
"2023- 12- 12","324,500","322,500","326,500","321,000","43.62K","0.93%"
"2023- 12- 11","321,500","321,000","322,500","319,000","31.04K","0.31%"
"2023- 12- 10","320,500","320,500","320,500","320,500","","0.00%"
"2023- 12- 08","320,500","321,000","323,500","319,000","37.84K","0.94%"
"2023- 12- 07","317,500","322,000","323,000","317,500","65.19K","-1.85%"
"2023- 12- 06","323,500","325,000","326,000","321,000","41.39K","-0.46%"
"2023- 12- 05","325,000","323,000","328,000","321,000","0.00K","0.15%"
"2023- 12- 04","324,500","328,000","328,500","322,500","0.01K","-1.07%"
"2023- 12- 03","328,000","328,000","328,000","328,000","","0.00%"
"2023- 12- 01","328,000","334,500","334,500","325,000","58.62K","-1.65%"
"2023- 11- 30","333,500","331,500","340,000","331,000","0.00K","0.60%"
"2023- 11- 29","331,500","339,000","341,000","331,000","63.39K","-1.92%"
"2023- 11- 28","338,000","341,000","344,500","337,000","40.64K","-0.59%"
"2023- 11- 27","340,000","338,500","344,500","337,500","36.30K","0.74%"
"2023- 11- 26","337,500","337,500","337,500","337,500","","0.00%"
"2023- 11- 24","337,500","346,500","347,000","337,500","47.20K","-2.03%"
"2023- 11- 23","344,500","345,000","347,000","342,000","0.00K","0.15%"
"2023- 11- 22","344,000","343,000","345,000","339,000","56.05K","-0.86%"
"2023- 11- 21","347,000","346,000","348,500","339,500","65.02K","0.87%"
"2023- 11- 20","344,000","340,000","346,000","339,000","37.96K","1.93%"
"2023- 11- 19","337,500","337,500","337,500","337,500","","0.00%"
"2023- 11- 17","337,500","345,000","347,000","337,500","38.09K","-2.32%"
"2023- 11- 16","345,500","344,500","351,000","343,000","53.32K","0.58%"
"2023- 11- 15","343,500","340,000","346,500","337,000","64.53K","2.84%"
"2023- 11- 14","334,000","332,000","336,000","330,000","47.47K","1.37%"
"2023- 11- 13","329,500","336,000","339,500","328,000","0.00K","-0.90%"
"2023- 11- 10","332,500","337,000","340,500","332,000","54.99K","-2.35%"
"2023- 11- 09","340,500","346,000","349,000","340,500","90.32K","-1.87%"
"2023- 11- 08","347,000","348,000","351,000","342,500","66.63K","0.29%"
"2023- 11- 07","346,000","345,500","349,000","339,000","0.00K","-0.72%"
"2023- 11- 06","348,500","333,000","348,500","333,000","0.02K","6.25%"
"2023- 11- 05","328,000","328,000","328,000","328,000","","0.00%"
"2023- 11- 03","328,000","324,500","329,500","320,500","112.62K","2.02%"
