"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","19,760","19,350","19,810","19,270","111.09K","2.97%"
"2024- 02- 15","19,190","19,470","19,470","19,180","0.00K","-0.52%"
"2024- 02- 14","19,290","19,430","19,500","19,250","0.02K","-1.33%"
"2024- 02- 13","19,550","19,450","19,650","19,450","53.40K","0.57%"
"2024- 02- 08","19,440","19,380","19,560","19,290","62.32K","0.31%"
"2024- 02- 07","19,380","19,500","19,500","19,220","61.27K","0.10%"
"2024- 02- 06","19,360","19,320","19,550","19,280","64.31K","-0.31%"
"2024- 02- 05","19,420","19,450","19,500","19,060","98.14K","-0.15%"
"2024- 02- 02","19,450","19,210","19,580","18,900","171.91K","1.73%"
"2024- 02- 01","19,120","18,490","19,230","18,490","105.05K","2.80%"
"2024- 01- 31","18,600","18,700","18,730","18,420","0.05K","-0.05%"
"2024- 01- 30","18,610","19,040","19,180","18,610","137.63K","-2.26%"
"2024- 01- 29","19,040","19,090","19,150","18,960","0.00K","0.21%"
"2024- 01- 26","19,000","18,890","19,050","18,830","72.43K","0.26%"
"2024- 01- 25","18,950","19,000","19,000","18,870","42.30K","0.16%"
"2024- 01- 24","18,920","18,950","19,020","18,690","80.04K","0.00%"
"2024- 01- 23","18,920","18,500","19,160","18,440","0.03K","2.44%"
"2024- 01- 22","18,470","18,380","18,500","18,250","38.27K","1.15%"
"2024- 01- 19","18,260","18,410","18,540","18,160","73.34K","-0.81%"
"2024- 01- 18","18,410","18,400","18,490","18,290","0.04K","0.05%"
