"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","8,230","8,120","8,240","8,110","267.46K","2.36%"
"2024- 02- 15","8,040","8,210","8,260","8,040","0.24K","-1.47%"
"2024- 02- 14","8,160","8,200","8,280","8,150","269.02K","-1.57%"
"2024- 02- 13","8,290","8,300","8,370","8,180","0.02K","0.48%"
"2024- 02- 08","8,250","8,260","8,360","8,240","301.38K","0.36%"
"2024- 02- 07","8,220","8,280","8,400","8,200","321.64K","-0.12%"
"2024- 02- 06","8,230","8,230","8,310","7,960","414.22K","0.37%"
"2024- 02- 05","8,200","8,100","8,280","7,960","479.26K","1.49%"
"2024- 02- 02","8,080","7,850","8,120","7,800","507.74K","3.06%"
"2024- 02- 01","7,840","7,610","7,900","7,610","264.45K","1.69%"
"2024- 01- 31","7,710","7,770","7,790","7,700","0.01K","-0.77%"
"2024- 01- 30","7,770","7,770","7,900","7,740","193.80K","0.00%"
"2024- 01- 29","7,770","7,870","7,930","7,730","223.48K","-1.27%"
"2024- 01- 26","7,870","7,940","7,980","7,810","198.94K","-1.01%"
"2024- 01- 25","7,950","7,930","7,960","7,830","0.09K","0.63%"
"2024- 01- 24","7,900","7,740","7,970","7,660","247.19K","2.07%"
"2024- 01- 23","7,740","7,690","7,750","7,640","0.00K","0.52%"
"2024- 01- 22","7,700","7,860","7,880","7,640","231.90K","-1.03%"
"2024- 01- 19","7,780","7,690","7,860","7,610","228.57K","1.43%"
"2024- 01- 18","7,670","7,790","7,860","7,600","241.47K","-0.78%"
"2024- 01- 17","7,730","7,950","7,950","7,690","364.54K","-1.40%"
"2024- 01- 16","7,840","7,820","7,990","7,800","277.46K","-0.63%"
"2024- 01- 15","7,890","8,020","8,100","7,880","330.43K","-1.74%"
"2024- 01- 12","8,030","8,100","8,160","7,990","277.48K","-0.86%"
"2024- 01- 11","8,100","8,150","8,200","8,100","0.08K","-0.98%"
"2024- 01- 10","8,180","8,250","8,270","8,140","261.34K","-0.85%"
"2024- 01- 09","8,250","8,310","8,310","8,200","0.01K","-0.12%"
"2024- 01- 08","8,260","8,150","8,280","8,100","369.28K","1.35%"
"2024- 01- 05","8,150","8,150","8,210","8,030","326.32K","0.00%"
"2024- 01- 04","8,150","8,330","8,350","8,100","0.13K","-4.00%"
"2024- 01- 03","8,490","8,690","8,730","8,460","0.01K","-2.86%"
