"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","33,750","33,500","33,900","33,250","406.51K","1.66%"
"2024- 02- 15","33,200","33,550","33,600","33,200","291.89K","-0.60%"
"2024- 02- 14","33,400","33,750","33,800","33,200","403.27K","-1.76%"
"2024- 02- 13","34,000","34,200","34,900","33,950","0.84K","0.15%"
"2024- 02- 12","33,950","33,950","33,950","33,950","","0.00%"
"2024- 02- 08","33,950","33,950","34,200","33,600","405.93K","0.30%"
"2024- 02- 07","33,850","33,900","33,950","33,450","0.01K","0.45%"
"2024- 02- 06","33,700","34,900","35,100","33,600","589.06K","-4.13%"
"2024- 02- 05","35,150","34,350","35,200","34,100","0.25K","2.18%"
"2024- 02- 04","34,400","34,400","34,400","34,400","","0.00%"
"2024- 02- 02","34,400","35,250","35,250","33,900","916.40K","-1.85%"
"2024- 02- 01","35,050","34,300","35,050","34,200","899.90K","1.15%"
"2024- 01- 31","34,650","33,600","34,650","33,450","1.22M","2.51%"
"2024- 01- 30","33,800","34,450","34,600","33,650","0.14K","-1.31%"
"2024- 01- 29","34,250","33,100","34,500","33,000","639.31K","3.47%"
"2024- 01- 26","33,100","32,000","33,400","31,950","670.15K","3.28%"
"2024- 01- 25","32,050","31,250","32,350","31,200","0.00K","2.07%"
"2024- 01- 24","31,400","32,200","32,300","31,300","530.67K","-2.03%"
"2024- 01- 23","32,050","32,150","32,300","31,350","0.06K","0.00%"
"2024- 01- 22","32,050","33,100","33,200","31,950","516.50K","-2.88%"
"2024- 01- 19","33,000","33,150","33,300","32,500","262.75K","0.61%"
"2024- 01- 18","32,800","32,750","33,250","32,600","235.96K","0.00%"
"2024- 01- 17","32,800","33,700","33,750","32,700","572.21K","-2.81%"
"2024- 01- 16","33,750","33,950","34,200","33,600","0.07K","-0.88%"
"2024- 01- 15","34,050","34,500","34,650","33,800","285.69K","-1.45%"
"2024- 01- 14","34,550","34,550","34,550","34,550","","0.00%"
"2024- 01- 12","34,550","34,550","34,950","34,350","270.69K","0.58%"
"2024- 01- 11","34,350","34,750","34,850","34,350","0.01K","-1.01%"
"2024- 01- 10","34,700","34,300","34,800","34,100","451.51K","1.46%"
"2024- 01- 09","34,200","33,750","34,350","33,650","0.11K","2.24%"
"2024- 01- 08","33,450","33,700","34,050","33,450","0.00K","-1.18%"
"2024- 01- 07","33,850","33,850","33,850","33,850","","0.00%"
"2024- 01- 05","33,850","34,250","34,450","33,750","465.39K","-1.17%"
"2024- 01- 04","34,250","34,650","34,650","34,200","0.05K","-0.87%"
"2024- 01- 03","34,550","34,450","34,650","34,300","0.61K","0.00%"
"2024- 01- 02","34,550","34,900","34,900","34,200","0.03K","-1.00%"
"2023- 12- 28","34,900","34,800","34,900","33,950","949.12K","-0.14%"
"2023- 12- 27","34,950","34,950","35,150","34,700","411.07K","0.00%"
