"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","30,500","30,450","30,750","29,850","424.94K","1.16%"
"2024- 02- 15","30,150","31,650","31,850","29,900","0.46K","-4.89%"
"2024- 02- 14","31,700","32,500","32,700","31,300","0.00K","-3.94%"
"2024- 02- 13","33,000","33,250","33,750","32,750","0.00K","-0.30%"
"2024- 02- 12","33,100","33,100","33,100","33,100","","0.00%"
"2024- 02- 08","33,100","33,400","33,700","32,600","511.86K","-0.75%"
"2024- 02- 07","33,350","31,300","33,450","31,100","0.00K","6.04%"
"2024- 02- 06","31,450","31,350","32,150","31,000","448.31K","-0.79%"
"2024- 02- 05","31,700","31,300","32,000","30,500","0.00K","0.32%"
"2024- 02- 04","31,600","31,600","31,600","31,600","","0.00%"
"2024- 02- 02","31,600","31,850","32,500","30,300","1.38M","1.12%"
"2024- 02- 01","31,250","29,100","33,000","29,050","3.17M","7.57%"
"2024- 01- 31","29,050","28,350","29,050","28,200","0.47K","2.65%"
"2024- 01- 30","28,300","27,100","29,000","27,050","0.19K","5.60%"
"2024- 01- 29","26,800","25,400","27,100","25,400","0.01K","5.51%"
"2024- 01- 26","25,400","25,500","25,650","25,300","77.19K","-0.59%"
"2024- 01- 25","25,550","24,800","25,650","24,750","143.43K","3.23%"
"2024- 01- 24","24,750","24,800","24,950","24,650","40.49K","-0.20%"
"2024- 01- 23","24,800","24,500","24,950","24,400","77.77K","1.22%"
"2024- 01- 22","24,500","24,450","24,600","24,300","72.62K","0.00%"
"2024- 01- 19","24,500","24,850","24,950","24,400","154.91K","-1.21%"
"2024- 01- 18","24,800","24,950","25,000","24,700","77.44K","-1.20%"
"2024- 01- 17","25,100","25,150","25,200","24,700","145.08K","-0.20%"
"2024- 01- 16","25,150","25,400","25,450","25,000","81.44K","-1.37%"
"2024- 01- 15","25,500","25,350","25,750","25,350","89.86K","0.00%"
"2024- 01- 12","25,500","25,600","25,650","25,300","73.41K","0.20%"
"2024- 01- 11","25,450","25,400","25,700","25,250","121.70K","0.59%"
"2024- 01- 10","25,300","25,250","25,400","25,000","0.00K","0.40%"
"2024- 01- 09","25,200","25,100","25,250","25,000","77.98K","1.41%"
"2024- 01- 08","24,850","25,150","25,250","24,750","130.76K","-0.80%"
"2024- 01- 05","25,050","25,300","25,350","24,900","163.88K","-0.99%"
"2024- 01- 04","25,300","25,850","25,950","25,150","170.42K","-2.13%"
"2024- 01- 03","25,850","26,250","26,300","25,650","149.13K","-1.90%"
"2024- 01- 02","26,350","27,050","27,050","26,300","0.00K","-2.59%"
