"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","155,200","146,800","155,200","143,900","652.88K","9.45%"
"2024- 02- 15","141,800","138,000","142,000","136,600","108.60K","4.19%"
"2024- 02- 14","136,100","139,800","141,400","134,400","122.79K","-2.58%"
"2024- 02- 13","139,700","141,200","143,100","139,000","131.14K","-0.36%"
"2024- 02- 12","140,200","140,200","140,200","140,200","","0.00%"
"2024- 02- 08","140,200","142,200","142,800","135,500","184.28K","-1.61%"
"2024- 02- 07","142,500","139,000","142,700","136,000","0.01K","3.49%"
"2024- 02- 06","137,700","133,800","139,900","133,300","125.90K","0.58%"
"2024- 02- 05","136,900","131,200","139,700","129,100","0.00K","4.82%"
"2024- 02- 02","130,600","130,000","133,700","126,500","169.01K","0.15%"
"2024- 02- 01","130,400","124,600","134,900","124,600","0.00K","4.49%"
"2024- 01- 31","124,800","127,700","128,100","120,500","0.01K","-3.18%"
"2024- 01- 30","128,900","127,900","136,500","127,800","0.17K","2.79%"
"2024- 01- 29","125,400","115,500","128,200","115,200","0.06K","8.85%"
"2024- 01- 26","115,200","116,300","116,900","115,100","39.99K","-1.03%"
"2024- 01- 25","116,400","112,100","116,700","111,700","0.00K","3.47%"
"2024- 01- 24","112,500","110,700","116,400","110,100","125.99K","2.09%"
"2024- 01- 23","110,200","108,600","111,200","107,900","0.00K","1.85%"
"2024- 01- 22","108,200","111,100","112,300","108,000","95.19K","-2.61%"
"2024- 01- 21","111,100","111,100","111,100","111,100","","0.00%"
"2024- 01- 19","111,100","113,800","114,700","110,000","110.06K","-2.11%"
"2024- 01- 18","113,500","115,400","116,600","113,200","88.62K","-1.65%"
"2024- 01- 17","115,400","120,000","120,300","115,200","102.83K","-4.23%"
"2024- 01- 16","120,500","121,000","121,800","119,000","58.12K","-0.90%"
"2024- 01- 15","121,600","122,300","124,000","121,300","25.36K","0.00%"
"2024- 01- 12","121,600","122,900","123,300","121,100","50.16K","-0.57%"
"2024- 01- 11","122,300","123,900","124,500","122,300","72.13K","-1.29%"
"2024- 01- 10","123,900","124,100","126,400","123,100","49.61K","-0.16%"
