"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","442,000","450,000","452,000","441,000","454.51K","0.34%"
"2024- 02- 15","440,500","438,000","444,000","435,500","0.01K","1.73%"
"2024- 02- 14","433,000","429,000","436,500","426,000","0.08K","-1.14%"
"2024- 02- 13","438,000","450,000","451,000","435,000","0.06K","-3.31%"
"2024- 02- 12","453,000","453,000","453,000","453,000","","0.00%"
"2024- 02- 08","453,000","459,000","462,000","452,000","743.78K","0.78%"
"2024- 02- 07","449,500","444,000","459,000","444,000","722.40K","2.86%"
"2024- 02- 06","437,000","442,500","443,500","431,500","521.22K","-2.13%"
"2024- 02- 05","446,500","447,000","451,500","437,500","0.01K","-0.56%"
"2024- 02- 04","449,000","449,000","449,000","449,000","","0.00%"
"2024- 02- 02","449,000","446,500","450,500","437,000","625.15K","2.75%"
"2024- 02- 01","437,000","423,500","440,000","417,000","0.03K","2.58%"
"2024- 01- 31","426,000","426,000","437,000","424,500","440.68K","-0.58%"
"2024- 01- 30","428,500","429,000","449,500","428,000","0.59K","1.30%"
"2024- 01- 29","423,000","416,500","429,500","407,000","0.02K","2.55%"
"2024- 01- 28","412,500","412,500","412,500","412,500","","0.00%"
"2024- 01- 26","412,500","391,500","418,000","391,500","678.50K","3.13%"
"2024- 01- 25","400,000","395,000","403,500","387,500","0.14K","0.00%"
"2024- 01- 24","400,000","401,500","408,000","398,000","530.50K","-0.74%"
"2024- 01- 23","403,000","400,000","409,500","396,000","0.92K","1.13%"
"2024- 01- 22","398,500","412,000","416,000","398,500","981.64K","-3.86%"
"2024- 01- 21","414,500","414,500","414,500","414,500","","0.00%"
"2024- 01- 19","414,500","424,000","429,000","408,000","706.66K","-1.78%"
"2024- 01- 18","422,000","419,000","432,000","415,500","0.00K","0.72%"
"2024- 01- 17","419,000","436,000","438,500","418,500","0.28K","-4.23%"
"2024- 01- 16","437,500","439,500","444,000","434,000","0.08K","-1.02%"
"2024- 01- 15","442,000","442,500","446,500","439,500","411.22K","-1.45%"
"2024- 01- 14","448,500","448,500","448,500","448,500","","0.00%"
"2024- 01- 12","448,500","448,500","453,500","441,500","468.25K","-0.66%"
"2024- 01- 11","451,500","456,500","459,000","451,000","0.19K","0.22%"
"2024- 01- 10","450,500","458,000","458,000","450,500","0.16K","-2.17%"
"2024- 01- 09","460,500","473,000","474,500","460,500","0.06K","-1.92%"
"2024- 01- 08","469,500","480,500","480,500","469,500","0.05K","-2.19%"
"2024- 01- 07","480,000","480,000","480,000","480,000","","0.00%"
"2024- 01- 05","480,000","471,000","486,500","466,000","565.97K","2.24%"
"2024- 01- 04","469,500","466,000","476,000","463,000","0.33K","-0.63%"
"2024- 01- 03","472,500","483,000","485,000","472,500","0.38K","-3.18%"
"2024- 01- 02","488,000","499,500","499,500","488,000","0.49K","-2.30%"
"2023- 12- 28","499,500","495,500","502,000","493,000","556.42K","1.42%"
"2023- 12- 27","492,500","477,500","508,000","477,500","0.03K","4.01%"
"2023- 12- 26","473,500","475,000","481,500","472,000","0.24K","-1.46%"
"2023- 12- 25","480,500","480,500","480,500","480,500","","0.00%"
"2023- 12- 22","480,500","490,500","492,500","480,000","453.05K","-1.23%"
"2023- 12- 21","486,500","493,500","499,500","481,500","0.05K","-1.92%"
"2023- 12- 20","496,000","500,000","500,000","495,000","0.11K","0.00%"
"2023- 12- 19","496,000","492,000","499,000","482,000","0.11K","1.33%"
"2023- 12- 18","489,500","491,500","498,000","486,000","0.10K","1.98%"
"2023- 12- 17","480,000","480,000","480,000","480,000","","0.00%"
"2023- 12- 15","480,000","469,500","485,000","468,500","1.03M","4.12%"
"2023- 12- 14","461,000","464,500","468,000","457,000","0.00K","1.77%"
"2023- 12- 13","453,000","461,000","461,000","451,000","0.00K","-3.21%"
"2023- 12- 12","468,000","464,500","469,500","461,500","0.08K","0.21%"
"2023- 12- 11","467,000","472,000","477,500","467,000","0.34K","-0.95%"
"2023- 12- 10","471,500","471,500","471,500","471,500","","0.00%"
"2023- 12- 08","471,500","452,500","473,500","451,500","683.78K","5.48%"
"2023- 12- 07","447,000","454,000","458,500","438,000","0.25K","-1.00%"
"2023- 12- 06","451,500","459,000","460,500","451,000","0.06K","-1.95%"
"2023- 12- 05","460,500","469,500","476,500","460,500","0.27K","-3.05%"
"2023- 12- 04","475,000","474,500","479,000","464,000","0.04K","0.21%"
"2023- 12- 03","474,000","474,000","474,000","474,000","","0.00%"
"2023- 12- 01","474,000","483,000","483,000","469,500","519.33K","-1.86%"
"2023- 11- 30","483,000","478,500","488,500","478,000","0.85K","0.00%"
"2023- 11- 29","483,000","480,000","485,500","474,000","530.36K","1.05%"
"2023- 11- 28","478,000","468,000","478,000","467,500","411.32K","2.14%"
"2023- 11- 27","468,000","471,000","474,000","466,000","0.20K","-0.95%"
"2023- 11- 26","472,500","472,500","472,500","472,500","","0.00%"
"2023- 11- 24","472,500","476,500","481,500","471,500","367.57K","-0.53%"
"2023- 11- 23","475,000","470,000","475,000","467,500","0.37K","0.64%"
"2023- 11- 22","472,000","468,000","475,500","467,500","0.30K","-0.42%"
"2023- 11- 21","474,000","474,500","477,000","469,000","0.07K","0.42%"
"2023- 11- 20","472,000","463,500","477,000","459,500","459.17K","1.83%"
"2023- 11- 19","463,500","463,500","463,500","463,500","","0.00%"
"2023- 11- 17","463,500","459,500","465,000","453,000","494.45K","-0.75%"
"2023- 11- 16","467,000","470,000","475,000","465,500","473.87K","-1.48%"
"2023- 11- 15","474,000","494,000","494,000","468,500","782.78K","0.53%"
"2023- 11- 14","471,500","459,000","480,500","459,000","0.00K","4.31%"
"2023- 11- 13","452,000","455,000","462,500","450,000","0.09K","1.01%"
"2023- 11- 12","447,500","447,500","447,500","447,500","","0.00%"
"2023- 11- 10","447,500","450,000","455,500","445,000","476.84K","-2.82%"
"2023- 11- 09","460,500","460,000","466,000","444,000","0.10K","0.88%"
"2023- 11- 08","456,500","456,500","474,000","453,500","915.29K","-1.72%"
"2023- 11- 07","464,500","510,000","510,000","452,500","0.29K","-11.02%"
"2023- 11- 06","522,000","469,500","527,000","462,000","1.41K","19.18%"
"2023- 11- 05","438,000","438,000","438,000","438,000","","0.00%"
"2023- 11- 03","438,000","444,000","444,000","428,000","827.64K","2.46%"
"2023- 11- 02","427,500","415,000","427,500","413,500","0.01K","6.21%"
"2023- 11- 01","402,500","414,000","418,500","399,500","0.06K","-2.19%"
"2023- 10- 31","411,500","433,000","433,000","406,500","0.79K","-4.97%"
"2023- 10- 30","433,000","418,000","433,000","416,500","2.48K","2.36%"
"2023- 10- 29","423,000","423,000","423,000","423,000","","0.00%"
"2023- 10- 27","423,000","423,000","435,000","415,500","1.19M","0.36%"
"2023- 10- 26","421,500","424,500","435,000","419,000","1.62M","-5.39%"
"2023- 10- 25","445,500","476,000","476,000","443,500","0.02K","-6.01%"
"2023- 10- 24","474,000","455,000","483,000","441,500","1.52M","4.64%"
"2023- 10- 23","453,000","452,000","457,500","442,500","1.04M","0.00%"
"2023- 10- 22","453,000","453,000","453,000","453,000","","0.00%"
"2023- 10- 20","453,000","469,000","475,000","448,000","2.30M","-5.03%"
"2023- 10- 19","477,000","486,000","488,500","477,000","0.80K","-4.60%"
"2023- 10- 18","500,000","502,000","507,000","499,000","0.02K","-0.60%"
"2023- 10- 17","503,000","513,000","518,000","502,000","0.77K","-0.79%"
"2023- 10- 16","507,000","502,000","508,000","496,000","830.68K","-0.98%"
"2023- 10- 15","512,000","512,000","512,000","512,000","","0.00%"
"2023- 10- 13","512,000","518,000","524,000","509,000","650.88K","-1.16%"
"2023- 10- 12","518,000","511,000","531,000","507,000","0.53K","2.17%"
"2023- 10- 11","507,000","501,000","513,000","498,000","0.12K","2.84%"
"2023- 10- 10","493,000","521,000","522,000","490,000","1.48M","-4.09%"
"2023- 10- 09","514,000","514,000","514,000","514,000","","0.00%"
"2023- 10- 06","514,000","510,000","522,000","507,000","645.80K","0.59%"
"2023- 10- 05","511,000","523,000","531,000","510,000","0.45K","0.00%"
"2023- 10- 04","511,000","529,000","532,000","510,000","0.15K","-4.49%"
"2023- 10- 03","535,000","535,000","535,000","535,000","","0.00%"
"2023- 09- 27","535,000","528,000","537,000","525,000","795.17K","0.38%"
"2023- 09- 26","533,000","539,000","549,000","532,000","0.10K","-1.11%"
"2023- 09- 25","539,000","564,000","566,000","536,000","1.15K","-5.27%"
"2023- 09- 24","569,000","569,000","569,000","569,000","","0.00%"
"2023- 09- 22","569,000","568,000","573,000","556,000","916.86K","-1.39%"
"2023- 09- 21","577,000","588,000","594,000","576,000","0.04K","-2.86%"
"2023- 09- 20","594,000","591,000","596,000","582,000","0.11K","0.17%"
"2023- 09- 19","593,000","603,000","608,000","588,000","0.37K","-1.66%"
"2023- 09- 18","603,000","588,000","605,000","584,000","0.68K","3.25%"
"2023- 09- 17","584,000","584,000","584,000","584,000","","0.00%"
"2023- 09- 15","584,000","560,000","597,000","554,000","1.81M","5.61%"
"2023- 09- 14","553,000","534,000","555,000","531,000","0.02K","4.54%"
"2023- 09- 13","529,000","539,000","549,000","525,000","1.32M","-3.11%"
"2023- 09- 12","546,000","574,000","577,000","546,000","0.08K","-4.21%"
"2023- 09- 11","570,000","588,000","588,000","567,000","0.07K","-2.23%"
"2023- 09- 10","583,000","583,000","583,000","583,000","","0.00%"
"2023- 09- 08","583,000","567,000","583,000","567,000","706.41K","2.64%"
"2023- 09- 07","568,000","576,000","584,000","563,000","0.93K","-2.07%"
"2023- 09- 06","580,000","596,000","601,000","578,000","0.27K","-2.85%"
"2023- 09- 05","597,000","594,000","608,000","588,000","0.52K","1.19%"
"2023- 09- 04","590,000","553,000","596,000","553,000","0.08K","5.36%"
"2023- 09- 03","560,000","560,000","560,000","560,000","","0.00%"
"2023- 09- 01","560,000","576,000","580,000","558,000","932.45K","-3.28%"
"2023- 08- 31","579,000","581,000","584,000","575,000","0.76K","-0.17%"
"2023- 08- 30","580,000","595,000","600,000","580,000","0.23K","-0.51%"
"2023- 08- 29","583,000","595,000","596,000","581,000","0.01K","-1.69%"
