"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","6,780","6,550","6,780","6,510","600.58K","4.47%"
"2024- 02- 15","6,490","6,680","6,690","6,430","0.00K","-1.82%"
"2024- 02- 14","6,610","6,540","6,640","6,450","417.96K","0.15%"
"2024- 02- 13","6,600","6,590","6,740","6,500","0.01K","1.23%"
"2024- 02- 12","6,520","6,520","6,520","6,520","","0.00%"
"2024- 02- 08","6,520","6,490","6,710","6,410","1.10M","0.62%"
"2024- 02- 07","6,480","6,150","6,480","6,150","0.02K","5.54%"
"2024- 02- 06","6,140","6,100","6,190","5,990","527.36K","0.33%"
"2024- 02- 05","6,120","6,210","6,300","5,930","897.68K","-1.45%"
"2024- 02- 02","6,210","5,930","6,270","5,930","1.11M","4.72%"
"2024- 02- 01","5,930","5,760","6,060","5,760","0.05K","0.68%"
"2024- 01- 31","5,890","6,090","6,150","5,820","0.13K","-3.60%"
"2024- 01- 30","6,110","5,750","6,240","5,750","0.20K","5.16%"
"2024- 01- 29","5,810","5,700","5,960","5,600","0.00K","2.65%"
"2024- 01- 26","5,660","5,950","5,950","5,650","602.70K","-4.07%"
"2024- 01- 25","5,900","5,240","5,900","5,210","0.00K","14.79%"
"2024- 01- 24","5,140","5,080","5,190","5,050","168.90K","1.18%"
"2024- 01- 23","5,080","5,080","5,090","4,995","184.25K","0.59%"
"2024- 01- 22","5,050","5,240","5,240","5,030","220.70K","-2.88%"
"2024- 01- 19","5,200","5,270","5,280","5,160","181.83K","-0.76%"
"2024- 01- 18","5,240","5,190","5,250","5,150","175.50K","0.96%"
"2024- 01- 17","5,190","5,250","5,250","5,140","0.03K","-2.08%"
"2024- 01- 16","5,300","5,330","5,330","5,240","176.48K","-1.49%"
"2024- 01- 15","5,380","5,360","5,430","5,300","169.15K","0.19%"
"2024- 01- 12","5,370","5,370","5,390","5,290","175.49K","0.00%"
"2024- 01- 11","5,370","5,500","5,510","5,370","216.98K","-1.65%"
"2024- 01- 10","5,460","5,390","5,520","5,360","251.38K","1.30%"
"2024- 01- 09","5,390","5,380","5,530","5,370","282.36K","0.56%"
"2024- 01- 08","5,360","5,320","5,390","5,250","1.83K","1.32%"
"2024- 01- 05","5,290","5,170","5,300","5,170","175.39K","1.15%"
"2024- 01- 04","5,230","5,270","5,320","5,160","0.00K","-1.69%"
"2024- 01- 03","5,320","5,290","5,360","5,250","298.65K","-0.75%"
"2024- 01- 02","5,360","5,330","5,410","5,270","222.91K","-0.56%"
"2023- 12- 28","5,390","5,370","5,450","5,280","268.82K","0.37%"
"2023- 12- 27","5,370","5,400","5,410","5,250","0.05K","0.00%"
"2023- 12- 26","5,370","5,530","5,550","5,360","329.00K","-2.01%"
"2023- 12- 22","5,480","5,490","5,540","5,410","239.32K","0.18%"
